"llaveho","c_ingxtrab","ingxtrab","c_ingxrnta","ingxrnta","c_ingxinv","ingxinv","c_otrosing","otrosing","ing_total","tipo_ing","destiping"
"0001681121",1,163200,0,0,0,0,1,9600,172800,1,"Con Ingreso Positivo"
"0001681131",1,0,0,0,0,0,1,12600,12600,1,"Con Ingreso Positivo"
"0001681141",1,8e+05,0,0,0,0,0,0,8e+05,1,"Con Ingreso Positivo"
"0001681151",1,187200,0,0,0,0,1,132000,319200,1,"Con Ingreso Positivo"
"0001681171",1,52000,0,0,0,0,1,72000,124000,1,"Con Ingreso Positivo"
"0001681181",1,114400,0,0,0,0,1,30000,144400,1,"Con Ingreso Positivo"
"0001681191",1,0,0,0,0,0,1,150600,150600,1,"Con Ingreso Positivo"
"0001681201",1,0,0,0,0,0,1,168000,168000,1,"Con Ingreso Positivo"
"0001682011",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0001682021",1,0,0,0,0,0,1,21000,21000,1,"Con Ingreso Positivo"
"0001682041",1,66400,0,0,0,0,1,45540,111940,1,"Con Ingreso Positivo"
"0001683011",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001683021",1,161200,0,0,0,0,1,21400,182600,1,"Con Ingreso Positivo"
"0001683031",1,106800,0,0,0,0,1,42000,148800,1,"Con Ingreso Positivo"
"0001683041",1,36400,0,0,0,0,1,18000,54400,1,"Con Ingreso Positivo"
"0001683051",1,5400,0,0,0,0,1,81600,87000,1,"Con Ingreso Positivo"
"0001684011",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001684021",1,0,0,0,0,0,1,270000,270000,1,"Con Ingreso Positivo"
"0001684041",1,180000,0,0,0,0,1,96000,276000,1,"Con Ingreso Positivo"
"0001684042",1,162000,1,0,0,0,0,0,162000,1,"Con Ingreso Positivo"
"0001684051",1,36400,0,0,0,0,0,0,36400,1,"Con Ingreso Positivo"
"0001685011",1,109200,0,0,0,0,0,0,109200,1,"Con Ingreso Positivo"
"0001685021",1,62400,0,0,0,0,1,12240,74640,1,"Con Ingreso Positivo"
"0001685031",1,36400,0,0,0,0,1,45000,81400,1,"Con Ingreso Positivo"
"0001685041",1,136000,1,14400,0,0,0,0,150400,1,"Con Ingreso Positivo"
"0001685051",1,240000,0,0,1,156000,1,144000,540000,1,"Con Ingreso Positivo"
"0001686011",1,244400,0,0,0,0,0,0,244400,1,"Con Ingreso Positivo"
"0001686021",1,205400,0,0,0,0,1,28800,234200,1,"Con Ingreso Positivo"
"0001686031",1,324000,0,0,0,0,0,0,324000,1,"Con Ingreso Positivo"
"0001686041",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001686051",1,26000,0,0,0,0,0,0,26000,1,"Con Ingreso Positivo"
"0001687011",1,87000,0,0,0,0,1,9600,96600,1,"Con Ingreso Positivo"
"0001687032",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001687041",1,57200,0,0,0,0,1,240000,297200,1,"Con Ingreso Positivo"
"0001687051",1,3e+05,0,0,0,0,0,0,3e+05,1,"Con Ingreso Positivo"
"0001688011",1,360000,0,0,0,0,1,0,360000,1,"Con Ingreso Positivo"
"0001688021",1,331200,0,0,0,0,1,57600,388800,1,"Con Ingreso Positivo"
"0001688031",1,116800,0,0,0,0,1,117600,234400,1,"Con Ingreso Positivo"
"0001688041",1,0,1,72000,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001688051",1,348400,1,37200,0,0,0,0,385600,1,"Con Ingreso Positivo"
"0001689011",1,0,0,0,0,0,1,30000,30000,1,"Con Ingreso Positivo"
"0001689021",1,109200,0,0,0,0,1,15000,124200,1,"Con Ingreso Positivo"
"0001689031",1,120000,1,24000,0,0,1,17400,161400,1,"Con Ingreso Positivo"
"0001689041",1,99600,0,0,0,0,0,0,99600,1,"Con Ingreso Positivo"
"0001689051",1,144000,0,0,0,0,0,0,144000,1,"Con Ingreso Positivo"
"0001690011",1,20800,0,0,0,0,1,62400,83200,1,"Con Ingreso Positivo"
"0001690021",1,336400,0,0,0,0,1,2000,338400,1,"Con Ingreso Positivo"
"0001690051",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001691011",1,196560,1,0,1,0,1,51300,247860,1,"Con Ingreso Positivo"
"0001691031",1,25920,0,0,0,0,1,9600,35520,1,"Con Ingreso Positivo"
"0001691041",1,109200,0,0,0,0,0,0,109200,1,"Con Ingreso Positivo"
"0001691051",1,153400,0,0,0,0,1,2500,155900,1,"Con Ingreso Positivo"
"0001692011",1,1392000,0,0,0,0,1,276000,1668000,1,"Con Ingreso Positivo"
"0001692021",1,150800,0,0,0,0,1,15300,166100,1,"Con Ingreso Positivo"
"0001692031",1,20800,0,0,0,0,0,0,20800,1,"Con Ingreso Positivo"
"0001692041",1,0,0,0,0,0,1,94000,94000,1,"Con Ingreso Positivo"
"0001692051",1,672000,1,132000,0,0,1,48000,852000,1,"Con Ingreso Positivo"
"0001693021",1,144000,0,0,0,0,1,108000,252000,1,"Con Ingreso Positivo"
"0001693031",1,161000,0,0,0,0,0,0,161000,1,"Con Ingreso Positivo"
"0001694011",1,0,0,0,0,0,1,243300,243300,1,"Con Ingreso Positivo"
"0001694051",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001695011",1,264000,0,0,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0001695021",1,333360,0,0,0,0,1,15300,348660,1,"Con Ingreso Positivo"
"0001695041",1,192000,0,0,0,0,1,19200,211200,1,"Con Ingreso Positivo"
"0001695051",1,144000,0,0,0,0,1,15000,159000,1,"Con Ingreso Positivo"
"0001696031",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001696041",1,265920,0,0,0,0,1,0,265920,1,"Con Ingreso Positivo"
"0001696051",1,84000,0,0,0,0,1,108000,192000,1,"Con Ingreso Positivo"
"0001697011",1,401600,0,0,0,0,0,0,401600,1,"Con Ingreso Positivo"
"0001697021",1,303600,0,0,0,0,1,9600,313200,1,"Con Ingreso Positivo"
"0001697041",1,504000,0,0,0,0,0,0,504000,1,"Con Ingreso Positivo"
"0001698051",1,240000,0,0,0,0,0,0,240000,1,"Con Ingreso Positivo"
"0001699021",1,144000,0,0,0,0,0,0,144000,1,"Con Ingreso Positivo"
"0001699031",1,40800,0,0,0,0,0,0,40800,1,"Con Ingreso Positivo"
"0001699041",1,36000,0,0,0,0,0,0,36000,1,"Con Ingreso Positivo"
"0001699051",1,0,0,0,0,0,1,24000,24000,1,"Con Ingreso Positivo"
"0001700031",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001700041",1,88400,1,0,1,0,1,15300,103700,1,"Con Ingreso Positivo"
"0001700051",1,259600,0,0,0,0,0,0,259600,1,"Con Ingreso Positivo"
"0001701011",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001701021",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0001701041",1,78000,1,192000,0,0,0,0,270000,1,"Con Ingreso Positivo"
"0001702011",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001702021",1,0,0,0,0,0,1,30000,30000,1,"Con Ingreso Positivo"
"0001702031",1,31200,0,0,0,0,1,36000,67200,1,"Con Ingreso Positivo"
"0001702041",1,144000,0,0,0,0,0,0,144000,1,"Con Ingreso Positivo"
"0001702051",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001703021",1,0,0,0,0,0,1,252000,252000,1,"Con Ingreso Positivo"
"0001703031",1,84000,0,0,0,0,1,132300,216300,1,"Con Ingreso Positivo"
"0001703041",1,261600,0,0,0,0,0,0,261600,1,"Con Ingreso Positivo"
"0001703051",1,20800,0,0,0,0,0,0,20800,1,"Con Ingreso Positivo"
"0001704011",1,240000,0,0,0,0,1,10000,250000,1,"Con Ingreso Positivo"
"0001704031",1,3e+05,0,0,0,0,1,27300,327300,1,"Con Ingreso Positivo"
"0001704041",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0001704051",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0001705011",1,114000,0,0,0,0,1,13800,127800,1,"Con Ingreso Positivo"
"0001705021",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001705031",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0001705041",1,492000,0,0,0,0,0,0,492000,1,"Con Ingreso Positivo"
"0001706011",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001706031",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001706032",1,2400,0,0,0,0,1,24800,27200,1,"Con Ingreso Positivo"
"0001706041",1,192000,0,0,0,0,0,0,192000,1,"Con Ingreso Positivo"
"0001706051",1,105200,0,0,0,0,0,0,105200,1,"Con Ingreso Positivo"
"0001707011",1,216000,0,0,0,0,1,39000,255000,1,"Con Ingreso Positivo"
"0001707021",1,62400,0,0,0,0,1,55000,117400,1,"Con Ingreso Positivo"
"0001707031",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001707041",1,288000,0,0,0,0,1,2000,290000,1,"Con Ingreso Positivo"
"0001707051",1,0,0,0,0,0,1,372000,372000,1,"Con Ingreso Positivo"
"0001708021",1,196800,0,0,0,0,1,101700,298500,1,"Con Ingreso Positivo"
"0001708031",1,192400,1,0,1,0,1,26400,218800,1,"Con Ingreso Positivo"
"0001708041",1,170000,0,0,0,0,0,0,170000,1,"Con Ingreso Positivo"
"0001708051",1,80600,0,0,0,0,0,0,80600,1,"Con Ingreso Positivo"
"0001709011",1,89600,0,0,0,0,1,12000,101600,1,"Con Ingreso Positivo"
"0001709021",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001709041",1,343200,0,0,0,0,1,8000,351200,1,"Con Ingreso Positivo"
"0001710011",1,690000,0,0,0,0,0,0,690000,1,"Con Ingreso Positivo"
"0001710021",1,325200,0,0,0,0,0,0,325200,1,"Con Ingreso Positivo"
"0001711011",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001711021",1,282000,0,0,0,0,0,0,282000,1,"Con Ingreso Positivo"
"0001711031",1,0,0,0,0,0,1,136000,136000,1,"Con Ingreso Positivo"
"0001711041",1,36000,0,0,0,0,0,0,36000,1,"Con Ingreso Positivo"
"0001711051",1,0,0,0,0,0,1,6000,6000,1,"Con Ingreso Positivo"
"0001712011",1,296400,0,0,0,0,1,21000,317400,1,"Con Ingreso Positivo"
"0001712021",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0001712041",1,0,0,0,0,0,1,28800,28800,1,"Con Ingreso Positivo"
"0001712051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001713011",1,52000,0,0,0,0,1,143700,195700,1,"Con Ingreso Positivo"
"0001713021",1,184800,0,0,0,0,1,48900,233700,1,"Con Ingreso Positivo"
"0001713031",1,48000,0,0,0,0,1,18000,66000,1,"Con Ingreso Positivo"
"0001713041",1,0,0,0,0,0,1,75300,75300,1,"Con Ingreso Positivo"
"0001713051",1,106800,0,0,0,0,1,18600,125400,1,"Con Ingreso Positivo"
"0001714011",1,210000,0,0,0,0,1,135000,345000,1,"Con Ingreso Positivo"
"0001714031",1,616000,0,0,0,0,1,33000,649000,1,"Con Ingreso Positivo"
"0001714041",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001714051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001715011",1,480000,0,0,0,0,0,0,480000,1,"Con Ingreso Positivo"
"0001715021",1,160400,0,0,0,0,0,0,160400,1,"Con Ingreso Positivo"
"0001715031",1,1392000,0,0,0,0,1,960000,2352000,1,"Con Ingreso Positivo"
"0001716011",1,103760,0,0,0,0,1,4200,107960,1,"Con Ingreso Positivo"
"0001716021",1,3e+05,0,0,0,0,0,0,3e+05,1,"Con Ingreso Positivo"
"0001716031",1,384000,0,0,0,0,1,6990,390990,1,"Con Ingreso Positivo"
"0001717011",1,109200,0,0,0,0,0,0,109200,1,"Con Ingreso Positivo"
"0001717031",1,204000,0,0,0,0,0,0,204000,1,"Con Ingreso Positivo"
"0001717041",1,480000,0,0,0,0,1,115200,595200,1,"Con Ingreso Positivo"
"0001717051",1,62400,0,0,0,0,1,220800,283200,1,"Con Ingreso Positivo"
"0001718011",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001718021",1,575200,0,0,0,0,1,12000,587200,1,"Con Ingreso Positivo"
"0001718031",1,41600,0,0,0,0,1,5520,47120,1,"Con Ingreso Positivo"
"0001718041",1,0,0,0,0,0,1,69300,69300,1,"Con Ingreso Positivo"
"0001718051",1,139200,0,0,0,0,1,12000,151200,1,"Con Ingreso Positivo"
"0001719011",1,0,0,0,0,0,1,15300,15300,1,"Con Ingreso Positivo"
"0001719021",1,138000,0,0,0,0,0,0,138000,1,"Con Ingreso Positivo"
"0001719041",1,468000,1,21600,0,0,1,23600,513200,1,"Con Ingreso Positivo"
"0001719051",1,36400,0,0,0,0,0,0,36400,1,"Con Ingreso Positivo"
"0001720021",1,244400,0,0,0,0,0,0,244400,1,"Con Ingreso Positivo"
"0001720031",1,0,0,0,0,0,1,646800,646800,1,"Con Ingreso Positivo"
"0001720041",1,732000,1,0,0,0,1,240000,972000,1,"Con Ingreso Positivo"
"0001720051",1,62400,1,120000,0,0,1,456000,638400,1,"Con Ingreso Positivo"
"0001721031",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0001721041",1,142800,0,0,0,0,0,0,142800,1,"Con Ingreso Positivo"
"0001722011",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001722021",1,0,1,120000,0,0,1,975000,1095000,1,"Con Ingreso Positivo"
"0001722031",1,0,0,0,0,0,1,15000,15000,1,"Con Ingreso Positivo"
"0001722051",1,456000,0,0,0,0,0,0,456000,1,"Con Ingreso Positivo"
"0001723021",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001723022",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001723031",1,168000,0,0,0,0,0,0,168000,1,"Con Ingreso Positivo"
"0001723032",1,43200,0,0,0,0,1,1600,44800,1,"Con Ingreso Positivo"
"0001723033",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001723034",1,38400,0,0,0,0,1,15300,53700,1,"Con Ingreso Positivo"
"0001723041",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001723051",1,0,1,288000,0,0,1,159300,447300,1,"Con Ingreso Positivo"
"0001724011",1,176800,0,0,0,0,0,0,176800,1,"Con Ingreso Positivo"
"0001724021",1,720000,0,0,0,0,1,120000,840000,1,"Con Ingreso Positivo"
"0001724051",1,236400,0,0,0,0,0,0,236400,1,"Con Ingreso Positivo"
"0001725011",1,0,0,0,0,0,1,0,0,2,"Con Ingreso cero"
"0001725021",1,60000,0,0,0,0,1,87300,147300,1,"Con Ingreso Positivo"
"0001725031",1,78000,0,0,0,0,1,69300,147300,1,"Con Ingreso Positivo"
"0001725041",1,0,0,0,0,0,1,44000,44000,1,"Con Ingreso Positivo"
"0001725051",1,0,0,0,0,0,1,144000,144000,1,"Con Ingreso Positivo"
"0001726021",1,0,0,0,0,0,1,33000,33000,1,"Con Ingreso Positivo"
"0001726041",1,0,0,0,0,0,1,78000,78000,1,"Con Ingreso Positivo"
"0001726051",1,0,0,0,0,0,1,14400,14400,1,"Con Ingreso Positivo"
"0001727011",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001727031",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001727041",1,101200,0,0,0,0,1,84000,185200,1,"Con Ingreso Positivo"
"0001727051",1,24000,0,0,0,0,0,0,24000,1,"Con Ingreso Positivo"
"0001728011",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001728031",1,36000,0,0,0,0,1,15000,51000,1,"Con Ingreso Positivo"
"0001728041",1,0,0,0,0,0,1,0,0,2,"Con Ingreso cero"
"0001728051",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001729021",1,0,0,0,0,0,1,15000,15000,1,"Con Ingreso Positivo"
"0001729031",1,0,0,0,0,0,1,60000,60000,1,"Con Ingreso Positivo"
"0001730011",1,50000,0,0,0,0,1,6000,56000,1,"Con Ingreso Positivo"
"0001730021",1,356000,0,0,0,0,1,72200,428200,1,"Con Ingreso Positivo"
"0001730031",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001730041",1,372000,0,0,0,0,0,0,372000,1,"Con Ingreso Positivo"
"0001730051",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0001731011",1,84000,0,0,0,0,0,0,84000,1,"Con Ingreso Positivo"
"0001731031",1,0,0,0,0,0,1,0,0,2,"Con Ingreso cero"
"0001731041",1,0,0,0,0,0,1,33600,33600,1,"Con Ingreso Positivo"
"0001732021",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001732031",1,36000,0,0,0,0,1,312000,348000,1,"Con Ingreso Positivo"
"0001732051",1,6e+05,0,0,0,0,0,0,6e+05,1,"Con Ingreso Positivo"
"0001733011",1,144000,0,0,0,0,0,0,144000,1,"Con Ingreso Positivo"
"0001733031",1,322400,0,0,0,0,1,42000,364400,1,"Con Ingreso Positivo"
"0001733041",1,239600,0,0,0,0,1,24000,263600,1,"Con Ingreso Positivo"
"0001733051",1,104000,0,0,0,0,1,28800,132800,1,"Con Ingreso Positivo"
"0001734011",1,31200,0,0,0,0,1,28800,60000,1,"Con Ingreso Positivo"
"0001734021",1,468000,0,0,0,0,0,0,468000,1,"Con Ingreso Positivo"
"0001734031",1,82800,0,0,0,0,0,0,82800,1,"Con Ingreso Positivo"
"0001734041",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0001734051",1,374000,0,0,0,0,1,39600,413600,1,"Con Ingreso Positivo"
"0001735011",1,102000,0,0,0,0,1,15300,117300,1,"Con Ingreso Positivo"
"0001735021",1,192400,0,0,0,0,0,0,192400,1,"Con Ingreso Positivo"
"0001735031",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001736011",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001736021",1,96400,0,0,0,0,1,36900,133300,1,"Con Ingreso Positivo"
"0001736031",1,43280,0,0,0,0,0,0,43280,1,"Con Ingreso Positivo"
"0001736041",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001737011",1,36000,0,0,0,0,1,30600,66600,1,"Con Ingreso Positivo"
"0001737021",1,114400,0,0,0,0,0,0,114400,1,"Con Ingreso Positivo"
"0001737041",1,104400,0,0,0,0,0,0,104400,1,"Con Ingreso Positivo"
"0001737051",1,135200,0,0,0,0,0,0,135200,1,"Con Ingreso Positivo"
"0001738011",1,192000,0,0,0,0,1,33600,225600,1,"Con Ingreso Positivo"
"0001738021",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001738041",1,182000,0,0,0,0,1,104400,286400,1,"Con Ingreso Positivo"
"0001738051",1,122800,0,0,0,0,1,3e+05,422800,1,"Con Ingreso Positivo"
"0001739031",1,88400,0,0,0,0,1,52000,140400,1,"Con Ingreso Positivo"
"0001739041",1,43200,0,0,0,0,0,0,43200,1,"Con Ingreso Positivo"
"0001739051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001740011",1,390000,0,0,0,0,1,9600,399600,1,"Con Ingreso Positivo"
"0001740012",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0001740021",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001740041",1,143000,0,0,0,0,0,0,143000,1,"Con Ingreso Positivo"
"0001740051",1,530400,0,0,0,0,0,0,530400,1,"Con Ingreso Positivo"
"0001741011",1,0,0,0,0,0,1,0,0,2,"Con Ingreso cero"
"0001741021",1,88800,0,0,0,0,0,0,88800,1,"Con Ingreso Positivo"
"0001741041",1,124800,0,0,0,0,1,6500,131300,1,"Con Ingreso Positivo"
"0001741051",1,0,0,0,0,0,1,65000,65000,1,"Con Ingreso Positivo"
"0001742021",1,198000,0,0,0,0,1,2000,2e+05,1,"Con Ingreso Positivo"
"0001742031",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001742041",1,222000,0,0,0,0,0,0,222000,1,"Con Ingreso Positivo"
"0001742051",1,60000,0,0,0,0,1,96000,156000,1,"Con Ingreso Positivo"
"0001743011",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0001743021",1,0,0,0,0,0,1,81600,81600,1,"Con Ingreso Positivo"
"0001743041",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001743051",1,72000,0,0,0,0,1,12000,84000,1,"Con Ingreso Positivo"
"0001744031",1,408000,0,0,0,0,0,0,408000,1,"Con Ingreso Positivo"
"0001744041",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0001744051",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0001745011",1,46800,0,0,0,0,1,7800,54600,1,"Con Ingreso Positivo"
"0001745021",1,52000,0,0,0,0,1,30000,82000,1,"Con Ingreso Positivo"
"0001745031",1,76800,0,0,0,0,0,0,76800,1,"Con Ingreso Positivo"
"0001745041",1,46800,0,0,0,0,0,0,46800,1,"Con Ingreso Positivo"
"0001745051",1,176800,0,0,0,0,0,0,176800,1,"Con Ingreso Positivo"
"0001745071",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001745081",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0001745091",1,46800,0,0,0,0,1,84000,130800,1,"Con Ingreso Positivo"
"0001745101",1,280800,0,0,0,0,1,3600,284400,1,"Con Ingreso Positivo"
"0001745111",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001745121",1,0,0,0,0,0,1,51000,51000,1,"Con Ingreso Positivo"
"0001745131",1,190000,0,0,0,0,0,0,190000,1,"Con Ingreso Positivo"
"0001745141",1,18200,0,0,0,0,1,15000,33200,1,"Con Ingreso Positivo"
"0001745151",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001745161",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001745171",1,0,0,0,0,0,1,16800,16800,1,"Con Ingreso Positivo"
"0001745181",1,132000,0,0,0,0,0,0,132000,1,"Con Ingreso Positivo"
"0001745191",1,31200,0,0,0,0,1,6000,37200,1,"Con Ingreso Positivo"
"0001745201",1,75400,0,0,0,0,1,1000,76400,1,"Con Ingreso Positivo"
"0001746021",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001746041",1,22600,0,0,0,0,1,36400,59000,1,"Con Ingreso Positivo"
"0001746051",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001747011",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001747021",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001747031",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001747041",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001748011",1,15600,0,0,0,0,0,0,15600,1,"Con Ingreso Positivo"
"0001748031",1,104000,0,0,0,0,1,46400,150400,1,"Con Ingreso Positivo"
"0001748051",1,20800,0,0,0,0,1,9000,29800,1,"Con Ingreso Positivo"
"0001749011",1,0,0,0,0,0,1,240000,240000,1,"Con Ingreso Positivo"
"0001750011",1,3e+05,0,0,0,0,1,0,3e+05,1,"Con Ingreso Positivo"
"0001750021",1,1680000,1,102000,0,0,0,0,1782000,1,"Con Ingreso Positivo"
"0001750051",1,120000,1,28800,1,728000,1,50400,927200,1,"Con Ingreso Positivo"
"0001751011",1,0,0,0,0,0,1,15300,15300,1,"Con Ingreso Positivo"
"0001751031",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0001752011",1,93600,0,0,0,0,1,18000,111600,1,"Con Ingreso Positivo"
"0001752031",1,124800,1,0,1,0,1,0,124800,1,"Con Ingreso Positivo"
"0001752051",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0001753031",1,268000,0,0,0,0,1,30300,298300,1,"Con Ingreso Positivo"
"0001753041",1,72000,0,0,0,0,1,54000,126000,1,"Con Ingreso Positivo"
"0001753051",1,0,1,180000,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001754011",1,480000,0,0,0,0,1,0,480000,1,"Con Ingreso Positivo"
"0001754021",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001754031",1,180000,0,0,0,0,1,87000,267000,1,"Con Ingreso Positivo"
"0001754051",1,264000,0,0,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0001755011",1,44000,0,0,0,0,1,12000,56000,1,"Con Ingreso Positivo"
"0001755021",1,15600,0,0,0,0,1,15600,31200,1,"Con Ingreso Positivo"
"0001755051",1,140400,0,0,0,0,0,0,140400,1,"Con Ingreso Positivo"
"0001756011",1,166000,0,0,0,0,0,0,166000,1,"Con Ingreso Positivo"
"0001756021",1,168000,0,0,0,0,0,0,168000,1,"Con Ingreso Positivo"
"0001756041",1,74400,0,0,0,0,0,0,74400,1,"Con Ingreso Positivo"
"0001756051",1,156000,1,18000,0,0,0,0,174000,1,"Con Ingreso Positivo"
"0001757021",1,74400,0,0,0,0,1,34500,108900,1,"Con Ingreso Positivo"
"0001757031",1,119600,0,0,0,0,1,15300,134900,1,"Con Ingreso Positivo"
"0001757041",1,140400,0,0,0,0,1,40800,181200,1,"Con Ingreso Positivo"
"0001757051",1,76800,0,0,0,0,1,6000,82800,1,"Con Ingreso Positivo"
"0001758021",1,36400,0,0,0,0,1,60000,96400,1,"Con Ingreso Positivo"
"0001758031",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0001758041",1,63600,0,0,0,0,1,15000,78600,1,"Con Ingreso Positivo"
"0001759011",1,7200,0,0,0,0,1,16300,23500,1,"Con Ingreso Positivo"
"0001759021",1,270400,0,0,0,0,1,10200,280600,1,"Con Ingreso Positivo"
"0001759031",1,116000,0,0,0,0,1,15000,131000,1,"Con Ingreso Positivo"
"0001759041",1,0,0,0,0,0,1,35800,35800,1,"Con Ingreso Positivo"
"0001759051",1,54400,0,0,0,0,0,0,54400,1,"Con Ingreso Positivo"
"0001760011",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001760031",1,148200,0,0,0,0,0,0,148200,1,"Con Ingreso Positivo"
"0001760041",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001760051",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0001761011",1,85800,0,0,0,0,0,0,85800,1,"Con Ingreso Positivo"
"0001761021",1,111200,0,0,0,0,0,0,111200,1,"Con Ingreso Positivo"
"0001761051",1,25000,0,0,0,0,1,45300,70300,1,"Con Ingreso Positivo"
"0001761061",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001761071",1,98800,1,12000,0,0,0,0,110800,1,"Con Ingreso Positivo"
"0001761081",1,150800,0,0,0,0,0,0,150800,1,"Con Ingreso Positivo"
"0001761101",1,40800,0,0,0,0,0,0,40800,1,"Con Ingreso Positivo"
"0001761111",1,52000,0,0,0,0,1,0,52000,1,"Con Ingreso Positivo"
