"llaveho","c_ingxtrab","ingxtrab","c_ingxrnta","ingxrnta","c_ingxinv","ingxinv","c_otrosing","otrosing","ing_total","tipo_ing","destiping"
"0001161051",1,166400,0,0,0,0,1,4800,171200,1,"Con Ingreso Positivo"
"0001162011",1,336000,0,0,0,0,0,0,336000,1,"Con Ingreso Positivo"
"0001162012",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001162031",1,240000,0,0,0,0,0,0,240000,1,"Con Ingreso Positivo"
"0001162041",1,312000,0,0,0,0,0,0,312000,1,"Con Ingreso Positivo"
"0001163011",1,429600,0,0,0,0,0,0,429600,1,"Con Ingreso Positivo"
"0001163021",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001163022",1,420000,0,0,0,0,1,180000,6e+05,1,"Con Ingreso Positivo"
"0001163031",1,0,0,0,0,0,1,48600,48600,1,"Con Ingreso Positivo"
"0001163041",1,206400,0,0,0,0,0,0,206400,1,"Con Ingreso Positivo"
"0001163051",1,208000,0,0,0,0,0,0,208000,1,"Con Ingreso Positivo"
"0001164031",1,416000,0,0,0,0,0,0,416000,1,"Con Ingreso Positivo"
"0001164032",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0001164041",1,170000,0,0,0,0,0,0,170000,1,"Con Ingreso Positivo"
"0001165021",1,0,0,0,0,0,1,96000,96000,1,"Con Ingreso Positivo"
"0001165031",1,124800,0,0,0,0,0,0,124800,1,"Con Ingreso Positivo"
"0001165051",1,0,0,0,0,0,1,156000,156000,1,"Con Ingreso Positivo"
"0001166011",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001166021",1,650000,0,0,0,0,1,39600,689600,1,"Con Ingreso Positivo"
"0001166041",1,192800,0,0,0,0,1,7200,2e+05,1,"Con Ingreso Positivo"
"0001166051",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001167021",1,468000,0,0,0,0,0,0,468000,1,"Con Ingreso Positivo"
"0001167031",1,99600,0,0,0,0,0,0,99600,1,"Con Ingreso Positivo"
"0001167051",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001168011",1,136000,0,0,0,0,0,0,136000,1,"Con Ingreso Positivo"
"0001168021",1,84000,0,0,0,0,0,0,84000,1,"Con Ingreso Positivo"
"0001168031",1,239200,0,0,0,0,0,0,239200,1,"Con Ingreso Positivo"
"0001168041",1,257600,0,0,0,0,0,0,257600,1,"Con Ingreso Positivo"
"0001169041",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001170011",1,324000,0,0,0,0,1,15000,339000,1,"Con Ingreso Positivo"
"0001171011",1,158400,0,0,0,0,0,0,158400,1,"Con Ingreso Positivo"
"0001171041",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001172011",1,208000,0,0,0,0,1,42800,250800,1,"Con Ingreso Positivo"
"0001172021",1,60000,1,18000,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001172031",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0001172041",1,152400,0,0,0,0,0,0,152400,1,"Con Ingreso Positivo"
"0001172051",1,162000,0,0,0,0,1,2000,164000,1,"Con Ingreso Positivo"
"0001173011",1,15600,0,0,0,0,1,219000,234600,1,"Con Ingreso Positivo"
"0001173041",1,378800,0,0,0,0,0,0,378800,1,"Con Ingreso Positivo"
"0001173051",1,3e+05,0,0,0,0,0,0,3e+05,1,"Con Ingreso Positivo"
"0001174011",1,72000,0,0,0,0,1,710600,782600,1,"Con Ingreso Positivo"
"0001174021",1,255000,0,0,0,0,1,5000,260000,1,"Con Ingreso Positivo"
"0001174031",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001175011",1,416000,0,0,0,0,1,15000,431000,1,"Con Ingreso Positivo"
"0001175031",1,224000,0,0,0,0,1,240000,464000,1,"Con Ingreso Positivo"
"0001175032",1,150000,0,0,0,0,0,0,150000,1,"Con Ingreso Positivo"
"0001176011",1,140400,0,0,0,0,0,0,140400,1,"Con Ingreso Positivo"
"0001176021",1,187200,0,0,0,0,1,58800,246000,1,"Con Ingreso Positivo"
"0001176031",1,176800,0,0,0,0,0,0,176800,1,"Con Ingreso Positivo"
"0001176041",1,314400,0,0,0,0,0,0,314400,1,"Con Ingreso Positivo"
"0001176051",1,777200,0,0,0,0,0,0,777200,1,"Con Ingreso Positivo"
"0001177011",1,217880,0,0,0,0,0,0,217880,1,"Con Ingreso Positivo"
"0001177021",1,93600,0,0,0,0,1,7200,100800,1,"Con Ingreso Positivo"
"0001177031",1,85800,0,0,0,0,0,0,85800,1,"Con Ingreso Positivo"
"0001178011",1,88400,0,0,0,0,1,6000,94400,1,"Con Ingreso Positivo"
"0001178021",1,228800,0,0,0,0,1,9600,238400,1,"Con Ingreso Positivo"
"0001178031",1,176800,0,0,0,0,1,9600,186400,1,"Con Ingreso Positivo"
"0001178041",1,165200,1,24000,0,0,1,4000,193200,1,"Con Ingreso Positivo"
"0001178051",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0001179011",1,192000,0,0,0,0,0,0,192000,1,"Con Ingreso Positivo"
"0001179021",1,0,0,0,0,0,1,15300,15300,1,"Con Ingreso Positivo"
"0001179031",1,140400,0,0,0,0,1,15000,155400,1,"Con Ingreso Positivo"
"0001179041",1,18200,0,0,0,0,0,0,18200,1,"Con Ingreso Positivo"
"0001179051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001180011",1,36400,1,26000,0,0,1,45900,108300,1,"Con Ingreso Positivo"
"0001180021",1,3e+05,0,0,0,0,1,60000,360000,1,"Con Ingreso Positivo"
"0001180031",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0001180051",1,288000,0,0,0,0,1,2000,290000,1,"Con Ingreso Positivo"
"0001181011",1,0,0,0,0,0,1,46800,46800,1,"Con Ingreso Positivo"
"0001181012",1,93600,0,0,0,0,1,9600,103200,1,"Con Ingreso Positivo"
"0001181021",1,166400,0,0,0,0,1,12000,178400,1,"Con Ingreso Positivo"
"0001181031",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001181041",1,239200,0,0,0,0,0,0,239200,1,"Con Ingreso Positivo"
"0001181051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001182011",1,52000,0,0,0,0,1,3000,55000,1,"Con Ingreso Positivo"
"0001182021",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001182031",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001182041",1,95440,0,0,0,0,0,0,95440,1,"Con Ingreso Positivo"
"0001182051",1,68400,0,0,0,0,0,0,68400,1,"Con Ingreso Positivo"
"0001183011",1,93600,0,0,0,0,1,8400,102000,1,"Con Ingreso Positivo"
"0001183021",1,0,0,0,0,0,1,276000,276000,1,"Con Ingreso Positivo"
"0001183031",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001183051",1,139200,0,0,0,0,1,216000,355200,1,"Con Ingreso Positivo"
"0001184011",1,179400,0,0,0,0,0,0,179400,1,"Con Ingreso Positivo"
"0001184021",1,310000,0,0,0,0,0,0,310000,1,"Con Ingreso Positivo"
"0001184031",1,0,0,0,0,0,1,17700,17700,1,"Con Ingreso Positivo"
"0001184041",1,89840,0,0,0,0,0,0,89840,1,"Con Ingreso Positivo"
"0001184042",1,93600,0,0,0,0,1,9600,103200,1,"Con Ingreso Positivo"
"0001184051",1,98800,0,0,0,0,1,9600,108400,1,"Con Ingreso Positivo"
"0001184052",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001184101",1,156000,0,0,0,0,1,15300,171300,1,"Con Ingreso Positivo"
"0001184121",1,156000,1,108000,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0001184131",1,98800,0,0,0,0,1,30000,128800,1,"Con Ingreso Positivo"
"0001184142",1,109200,0,0,0,0,0,0,109200,1,"Con Ingreso Positivo"
"0001184151",1,210800,0,0,0,0,1,54000,264800,1,"Con Ingreso Positivo"
"0001184161",1,212420,0,0,0,0,1,9000,221420,1,"Con Ingreso Positivo"
"0001184171",1,104000,0,0,0,0,1,9900,113900,1,"Con Ingreso Positivo"
"0001184181",1,327600,0,0,0,0,1,19200,346800,1,"Con Ingreso Positivo"
"0001184191",1,360000,1,132000,0,0,1,15000,507000,1,"Con Ingreso Positivo"
"0001185021",1,78000,0,0,0,0,1,156000,234000,1,"Con Ingreso Positivo"
"0001185041",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001185051",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0001185061",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001185071",1,36400,0,0,0,0,1,4800,41200,1,"Con Ingreso Positivo"
"0001185082",1,196800,0,0,0,0,0,0,196800,1,"Con Ingreso Positivo"
"0001185091",1,0,0,0,0,0,1,100800,100800,1,"Con Ingreso Positivo"
"0001185101",1,0,0,0,0,0,1,14400,14400,1,"Con Ingreso Positivo"
"0001185131",1,0,0,0,0,0,1,32300,32300,1,"Con Ingreso Positivo"
"0001185161",1,130000,0,0,0,0,1,10000,140000,1,"Con Ingreso Positivo"
"0001185181",1,0,0,0,0,0,1,43200,43200,1,"Con Ingreso Positivo"
"0001185191",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001186011",1,72800,0,0,0,0,1,14400,87200,1,"Con Ingreso Positivo"
"0001186021",1,7800,0,0,0,0,1,15300,23100,1,"Con Ingreso Positivo"
"0001186031",1,0,0,0,0,0,1,10400,10400,1,"Con Ingreso Positivo"
"0001186041",1,260000,1,33600,0,0,0,0,293600,1,"Con Ingreso Positivo"
"0001186051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001186061",1,0,0,0,0,0,1,36000,36000,1,"Con Ingreso Positivo"
"0001186081",1,260000,0,0,0,0,0,0,260000,1,"Con Ingreso Positivo"
"0001186101",1,397200,1,19200,0,0,1,29400,445800,1,"Con Ingreso Positivo"
"0001186111",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0001186131",1,238660,0,0,0,0,0,0,238660,1,"Con Ingreso Positivo"
"0001186141",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001186151",1,124800,0,0,0,0,0,0,124800,1,"Con Ingreso Positivo"
"0001186161",1,264800,0,0,0,0,0,0,264800,1,"Con Ingreso Positivo"
"0001186171",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0001186181",1,278200,0,0,0,0,0,0,278200,1,"Con Ingreso Positivo"
"0001186191",1,160800,0,0,0,0,1,3000,163800,1,"Con Ingreso Positivo"
"0001186201",1,26000,0,0,0,0,1,14400,40400,1,"Con Ingreso Positivo"
"0001187011",1,180000,0,0,0,0,1,12000,192000,1,"Con Ingreso Positivo"
"0001187021",1,96000,0,0,0,0,0,0,96000,1,"Con Ingreso Positivo"
"0001187031",1,36400,0,0,0,0,1,9000,45400,1,"Con Ingreso Positivo"
"0001187051",1,504000,0,0,0,0,0,0,504000,1,"Con Ingreso Positivo"
"0001188011",1,52000,0,0,0,0,1,49100,101100,1,"Con Ingreso Positivo"
"0001188021",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0001188031",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0001188032",1,146400,0,0,0,0,1,43200,189600,1,"Con Ingreso Positivo"
"0001188041",1,114400,0,0,0,0,1,36000,150400,1,"Con Ingreso Positivo"
"0001188051",1,250400,0,0,0,0,1,206400,456800,1,"Con Ingreso Positivo"
"0001189021",1,208000,0,0,0,0,0,0,208000,1,"Con Ingreso Positivo"
"0001189031",1,109200,0,0,0,0,0,0,109200,1,"Con Ingreso Positivo"
"0001189041",1,91000,0,0,0,0,0,0,91000,1,"Con Ingreso Positivo"
"0001189051",1,0,0,0,0,0,1,21600,21600,1,"Con Ingreso Positivo"
"0001190011",1,46800,0,0,0,0,1,15000,61800,1,"Con Ingreso Positivo"
"0001190021",1,93600,0,0,0,0,1,6000,99600,1,"Con Ingreso Positivo"
"0001190031",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001190041",1,577200,0,0,0,0,1,11400,588600,1,"Con Ingreso Positivo"
"0001190051",1,46800,0,0,0,0,0,0,46800,1,"Con Ingreso Positivo"
"0001190061",1,33800,0,0,0,0,1,7200,41000,1,"Con Ingreso Positivo"
"0001190081",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001190101",1,119600,0,0,0,0,0,0,119600,1,"Con Ingreso Positivo"
"0001190111",1,164536,0,0,0,0,0,0,164536,1,"Con Ingreso Positivo"
"0001190121",1,122200,0,0,0,0,1,105600,227800,1,"Con Ingreso Positivo"
"0001190131",1,26000,0,0,0,0,1,63600,89600,1,"Con Ingreso Positivo"
"0001190151",1,23400,0,0,0,0,1,37800,61200,1,"Con Ingreso Positivo"
"0001190161",1,10400,0,0,0,0,1,28800,39200,1,"Con Ingreso Positivo"
"0001190171",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001190181",1,202400,0,0,0,0,0,0,202400,1,"Con Ingreso Positivo"
"0001190191",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0001190201",1,171600,0,0,0,0,0,0,171600,1,"Con Ingreso Positivo"
"0001191011",1,133600,0,0,0,0,0,0,133600,1,"Con Ingreso Positivo"
"0001191031",1,131920,0,0,0,0,0,0,131920,1,"Con Ingreso Positivo"
"0001191041",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0001191051",1,216200,0,0,0,0,0,0,216200,1,"Con Ingreso Positivo"
"0001192011",1,324000,0,0,0,0,0,0,324000,1,"Con Ingreso Positivo"
"0001192021",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001192031",1,208000,0,0,0,0,0,0,208000,1,"Con Ingreso Positivo"
"0001192041",1,364000,0,0,0,0,0,0,364000,1,"Con Ingreso Positivo"
"0001192051",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001193031",1,309400,0,0,0,0,1,30000,339400,1,"Con Ingreso Positivo"
"0001193041",1,276000,0,0,0,0,1,37200,313200,1,"Con Ingreso Positivo"
"0001193051",1,472000,1,153600,1,156000,0,0,781600,1,"Con Ingreso Positivo"
"0001194011",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001194021",1,228800,0,0,0,0,0,0,228800,1,"Con Ingreso Positivo"
"0001194031",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001194041",1,275600,0,0,0,0,0,0,275600,1,"Con Ingreso Positivo"
"0001194061",1,364000,0,0,0,0,1,30000,394000,1,"Con Ingreso Positivo"
"0001194071",1,0,0,0,0,0,1,27300,27300,1,"Con Ingreso Positivo"
"0001194091",1,0,0,0,0,0,1,130000,130000,1,"Con Ingreso Positivo"
"0001194101",1,265200,0,0,0,0,0,0,265200,1,"Con Ingreso Positivo"
"0001194111",1,124800,0,0,0,0,0,0,124800,1,"Con Ingreso Positivo"
"0001194121",1,10400,0,0,0,0,0,0,10400,1,"Con Ingreso Positivo"
"0001194122",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001194131",1,26000,0,0,0,0,0,0,26000,1,"Con Ingreso Positivo"
"0001194141",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0001194151",1,379600,0,0,0,0,1,78000,457600,1,"Con Ingreso Positivo"
"0001194161",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001194171",1,62400,0,0,0,0,1,45300,107700,1,"Con Ingreso Positivo"
"0001194181",1,150800,0,0,0,0,0,0,150800,1,"Con Ingreso Positivo"
"0001194191",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001194201",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001195011",1,119600,0,0,0,0,0,0,119600,1,"Con Ingreso Positivo"
"0001195021",1,85800,0,0,0,0,1,7200,93000,1,"Con Ingreso Positivo"
"0001195031",1,98800,0,0,0,0,0,0,98800,1,"Con Ingreso Positivo"
"0001195041",1,106600,0,0,0,0,1,9000,115600,1,"Con Ingreso Positivo"
"0001195051",1,639600,0,0,0,0,1,9600,649200,1,"Con Ingreso Positivo"
"0001195061",1,158400,0,0,0,0,0,0,158400,1,"Con Ingreso Positivo"
"0001195071",1,57040,0,0,0,0,1,30600,87640,1,"Con Ingreso Positivo"
"0001195081",1,179400,0,0,0,0,1,9600,189000,1,"Con Ingreso Positivo"
"0001195091",1,148200,0,0,0,0,1,19200,167400,1,"Con Ingreso Positivo"
"0001195101",1,145600,0,0,0,0,1,15300,160900,1,"Con Ingreso Positivo"
"0001195111",1,0,1,0,1,0,1,0,0,3,"Con Ingreso No especificado"
"0001195121",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001195131",1,140400,0,0,0,0,0,0,140400,1,"Con Ingreso Positivo"
"0001195141",1,223600,0,0,0,0,1,9600,233200,1,"Con Ingreso Positivo"
"0001195151",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001195161",1,187200,0,0,0,0,1,9600,196800,1,"Con Ingreso Positivo"
"0001195171",1,88400,0,0,0,0,1,20400,108800,1,"Con Ingreso Positivo"
"0001195181",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001195191",1,104000,0,0,0,0,1,9600,113600,1,"Con Ingreso Positivo"
"0001196011",1,65000,0,0,0,0,0,0,65000,1,"Con Ingreso Positivo"
"0001196031",1,174720,0,0,0,0,0,0,174720,1,"Con Ingreso Positivo"
"0001196051",1,180000,0,0,0,0,1,21000,201000,1,"Con Ingreso Positivo"
"0001196061",1,40560,0,0,0,0,1,240000,280560,1,"Con Ingreso Positivo"
"0001196071",1,230000,0,0,0,0,1,15300,245300,1,"Con Ingreso Positivo"
"0001196081",1,67600,0,0,0,0,1,26000,93600,1,"Con Ingreso Positivo"
"0001196111",1,0,0,0,0,0,1,117300,117300,1,"Con Ingreso Positivo"
"0001196131",1,0,0,0,0,0,1,15300,15300,1,"Con Ingreso Positivo"
"0001196141",1,0,0,0,0,0,1,12000,12000,1,"Con Ingreso Positivo"
"0001196151",1,23400,0,0,0,0,0,0,23400,1,"Con Ingreso Positivo"
"0001196161",1,124000,0,0,0,0,1,15200,139200,1,"Con Ingreso Positivo"
"0001196171",1,24000,0,0,0,0,1,36000,60000,1,"Con Ingreso Positivo"
"0001196181",1,0,0,0,0,0,1,19300,19300,1,"Con Ingreso Positivo"
"0001196201",1,208600,0,0,0,0,0,0,208600,1,"Con Ingreso Positivo"
"0001197011",1,350000,0,0,0,0,0,0,350000,1,"Con Ingreso Positivo"
"0001197021",1,720000,0,0,0,0,0,0,720000,1,"Con Ingreso Positivo"
"0001197041",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0001198011",1,15600,0,0,0,0,0,0,15600,1,"Con Ingreso Positivo"
"0001198021",1,77400,0,0,0,0,1,2000,79400,1,"Con Ingreso Positivo"
"0001198031",1,179400,0,0,0,0,0,0,179400,1,"Con Ingreso Positivo"
"0001198041",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001198051",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001198061",1,0,0,0,0,0,1,78000,78000,1,"Con Ingreso Positivo"
"0001198071",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0001198091",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001198111",1,114400,0,0,0,0,0,0,114400,1,"Con Ingreso Positivo"
"0001198121",1,0,0,0,0,0,1,6000,6000,1,"Con Ingreso Positivo"
"0001198131",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0001198141",1,57200,0,0,0,0,0,0,57200,1,"Con Ingreso Positivo"
"0001198151",1,295200,0,0,0,0,0,0,295200,1,"Con Ingreso Positivo"
"0001198161",1,0,0,0,0,0,1,42000,42000,1,"Con Ingreso Positivo"
"0001198191",1,1e+05,0,0,0,0,0,0,1e+05,1,"Con Ingreso Positivo"
"0001198201",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001199011",1,264000,0,0,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0001199021",1,63960,0,0,0,0,0,0,63960,1,"Con Ingreso Positivo"
"0001199031",1,0,0,0,0,0,1,12600,12600,1,"Con Ingreso Positivo"
"0001199041",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001199051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001199071",1,71240,0,0,0,0,0,0,71240,1,"Con Ingreso Positivo"
"0001199091",1,570960,0,0,0,0,0,0,570960,1,"Con Ingreso Positivo"
"0001199111",1,104000,0,0,0,0,1,54000,158000,1,"Con Ingreso Positivo"
"0001199121",1,264000,0,0,0,0,1,15000,279000,1,"Con Ingreso Positivo"
"0001199141",1,91000,0,0,0,0,0,0,91000,1,"Con Ingreso Positivo"
"0001199151",1,288000,0,0,0,0,0,0,288000,1,"Con Ingreso Positivo"
"0001199161",1,148096,0,0,0,0,0,0,148096,1,"Con Ingreso Positivo"
"0001199171",1,187200,0,0,0,0,1,27600,214800,1,"Con Ingreso Positivo"
"0001199181",1,125776,0,0,0,0,0,0,125776,1,"Con Ingreso Positivo"
"0001199191",1,0,0,0,0,0,1,38400,38400,1,"Con Ingreso Positivo"
"0001200011",1,62400,0,0,0,0,1,30600,93000,1,"Con Ingreso Positivo"
"0001200021",1,166400,0,0,0,0,1,36000,202400,1,"Con Ingreso Positivo"
"0001200031",1,15600,0,0,0,0,1,54300,69900,1,"Con Ingreso Positivo"
"0001200041",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001200051",1,374400,0,0,0,0,0,0,374400,1,"Con Ingreso Positivo"
"0001200052",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001200061",1,0,0,0,0,0,1,19000,19000,1,"Con Ingreso Positivo"
"0001200071",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001200081",1,135200,0,0,0,0,0,0,135200,1,"Con Ingreso Positivo"
"0001200091",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0001200111",1,62400,0,0,0,0,1,36000,98400,1,"Con Ingreso Positivo"
"0001200121",1,0,0,0,0,0,1,72000,72000,1,"Con Ingreso Positivo"
"0001200131",1,0,0,0,0,0,1,33300,33300,1,"Con Ingreso Positivo"
"0001200141",1,0,0,0,0,0,1,240000,240000,1,"Con Ingreso Positivo"
"0001200151",1,145600,0,0,0,0,0,0,145600,1,"Con Ingreso Positivo"
"0001200161",1,0,0,0,0,0,1,305280,305280,1,"Con Ingreso Positivo"
"0001200171",1,49920,0,0,0,0,0,0,49920,1,"Con Ingreso Positivo"
"0001200181",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001200191",1,10400,0,0,0,0,0,0,10400,1,"Con Ingreso Positivo"
"0001200201",1,0,0,0,0,0,1,24000,24000,1,"Con Ingreso Positivo"
"0001201011",1,0,0,0,0,0,1,60000,60000,1,"Con Ingreso Positivo"
"0001201021",1,88400,0,0,0,0,0,0,88400,1,"Con Ingreso Positivo"
"0001201041",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0001201042",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001201043",1,41600,0,0,0,0,1,18000,59600,1,"Con Ingreso Positivo"
"0001201061",1,0,0,0,0,0,1,283000,283000,1,"Con Ingreso Positivo"
"0001201071",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001201081",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001201091",1,67600,0,0,0,0,1,9600,77200,1,"Con Ingreso Positivo"
"0001201111",1,197600,0,0,0,0,0,0,197600,1,"Con Ingreso Positivo"
"0001201121",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0001201131",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0001201151",1,135200,0,0,0,0,0,0,135200,1,"Con Ingreso Positivo"
"0001201161",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001201171",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0001201191",1,104000,0,0,0,0,1,9600,113600,1,"Con Ingreso Positivo"
"0001201201",1,0,0,0,0,0,1,30000,30000,1,"Con Ingreso Positivo"
"0001202021",1,262400,0,0,0,0,1,51300,313700,1,"Con Ingreso Positivo"
"0001202031",1,36400,0,0,0,0,1,12000,48400,1,"Con Ingreso Positivo"
"0001202041",1,0,0,0,0,0,1,57700,57700,1,"Con Ingreso Positivo"
"0001202061",1,46800,0,0,0,0,0,0,46800,1,"Con Ingreso Positivo"
"0001202081",1,10400,0,0,0,0,0,0,10400,1,"Con Ingreso Positivo"
"0001202101",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0001202111",1,0,0,0,0,0,1,126600,126600,1,"Con Ingreso Positivo"
"0001202121",1,0,0,0,0,0,1,48000,48000,1,"Con Ingreso Positivo"
"0001202131",1,0,0,0,0,0,1,54000,54000,1,"Con Ingreso Positivo"
"0001202141",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001202151",1,41600,0,0,0,0,1,24000,65600,1,"Con Ingreso Positivo"
"0001202161",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001202171",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0001202181",1,161200,0,0,0,0,0,0,161200,1,"Con Ingreso Positivo"
"0001202191",1,57200,0,0,0,0,0,0,57200,1,"Con Ingreso Positivo"
"0001202201",1,0,0,0,0,0,1,30000,30000,1,"Con Ingreso Positivo"
"0001203011",1,0,0,0,0,0,1,59400,59400,1,"Con Ingreso Positivo"
"0001203021",1,0,0,0,0,0,1,51000,51000,1,"Con Ingreso Positivo"
"0001203022",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0001203031",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0001203041",1,26000,0,0,0,0,1,34000,60000,1,"Con Ingreso Positivo"
"0001203051",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0001203061",1,88400,0,0,0,0,0,0,88400,1,"Con Ingreso Positivo"
"0001203071",1,0,0,0,0,0,1,7000,7000,1,"Con Ingreso Positivo"
"0001203081",1,270400,0,0,0,0,1,31800,302200,1,"Con Ingreso Positivo"
"0001203091",1,0,0,0,0,0,1,19300,19300,1,"Con Ingreso Positivo"
"0001203101",1,0,0,0,0,0,1,88800,88800,1,"Con Ingreso Positivo"
"0001203111",1,236600,0,0,0,0,1,24000,260600,1,"Con Ingreso Positivo"
"0001203131",1,0,0,0,0,0,1,51300,51300,1,"Con Ingreso Positivo"
"0001203141",1,67600,0,0,0,0,1,10800,78400,1,"Con Ingreso Positivo"
"0001203161",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0001203171",1,187200,0,0,0,0,0,0,187200,1,"Con Ingreso Positivo"
"0001203181",1,108000,1,14400,0,0,1,257300,379700,1,"Con Ingreso Positivo"
"0001203191",1,75400,0,0,0,0,0,0,75400,1,"Con Ingreso Positivo"
"0001203201",1,173600,0,0,0,0,0,0,173600,1,"Con Ingreso Positivo"
